fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,GDP_value.1,DATE_x,CSENT,Interest_rate
2015,2,5,19,Application Tooling Group,Americas,150,Miscellaneous Tools,201.0,33006.3,17991.348,18193.707,2015-05-01,90.7,0.75
2019,1,3,12,Application Tooling Group,Americas,148,Powered Crimp Tools,67.0,100379.0,21706.532,21013.085,2019-03-01,98.4,3.0
2019,2,5,19,Application Tooling Group,Americas,50,Insertion-Extraction Tools,11335.0,53313.34,21013.085,21272.448,2019-05-01,100.0,3.0
2019,4,10,42,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,11368.56,21531.839,21706.532,2019-10-01,95.5,2.25
2015,3,9,38,Application Tooling Group,Americas,51,Connector Seating Machines,26.0,351112.89,18193.707,18306.96,2015-09-01,87.2,0.75
2018,4,12,52,Application Tooling Group,Americas,148,Powered Crimp Tools,78.0,28618.26,20687.278,20819.269,2018-12-01,98.3,3.0
2016,3,8,33,Application Tooling Group,Americas,50,Insertion-Extraction Tools,10979.0,40800.36,18611.617,18775.459,2016-08-01,89.8,1.0
2018,3,8,34,Application Tooling Group,Americas,389,Presses & Terminators,93.0,70684.09,20470.197,20687.278,2018-08-01,96.2,2.5
2018,1,1,3,Application Tooling Group,Americas,148,Powered Crimp Tools,81.0,131129.4,20819.269,20155.486,2018-01-01,95.7,2.0
2019,3,8,31,Application Tooling Group,Americas,150,Miscellaneous Tools,422.0,93983.02,21272.448,21531.839,2019-08-01,89.8,2.75
2015,3,8,32,Application Tooling Group,Americas,148,Powered Crimp Tools,130.0,92253.43,18193.707,18306.96,2015-08-01,91.9,0.75
2019,2,4,15,Application Tooling Group,Americas,42,Assembled Applicators,1771.0,250968.25,21013.085,21272.448,2019-04-01,97.2,3.0
2016,1,2,7,Application Tooling Group,Americas,150,Miscellaneous Tools,349.0,57500.1,18968.041,18425.306,2016-02-01,91.7,1.0
2017,4,10,41,Application Tooling Group,Americas,51,Connector Seating Machines,9.0,5737.87,19561.896,19894.75,2017-10-01,100.7,1.75
2016,3,9,39,Application Tooling Group,Americas,389,Presses & Terminators,100.0,41444.04,18611.617,18775.459,2016-09-01,91.2,1.0
2015,1,2,6,Application Tooling Group,Americas,150,Miscellaneous Tools,374.0,86950.78,18332.079,17991.348,2015-02-01,95.4,0.75
2020,1,3,12,Application Tooling Group,Americas,389,Presses & Terminators,220.0,246914.33,21704.706,21538.032,2020-03-01,89.1,0.25
2020,3,7,29,Application Tooling Group,Americas,389,Presses & Terminators,49.0,218498.21,19636.731,21362.428,2020-07-01,72.5,0.25
2020,4,11,44,Application Tooling Group,Americas,42,Assembled Applicators,1376.0,230196.64,21362.428,21704.706,2020-11-01,76.9,0.25
2020,2,6,25,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,45.0,71240.53,21538.032,19636.731,2020-06-01,78.1,0.25
2021,2,5,19,Application Tooling Group,Americas,150,Miscellaneous Tools,221.0,53154.21,22313.85,23046.934,2021-05-01,82.9,0.25
2022,3,9,37,Application Tooling Group,Americas,389,Presses & Terminators,101.0,137240.91,25248.476,25723.941,2022-09-01,58.6,
2020,3,9,38,Application Tooling Group,Americas,43,Pin Insertion Machines,104.0,5539.4,19636.731,21362.428,2020-09-01,80.4,0.25
2021,1,3,11,Application Tooling Group,Americas,48,Certified Hand Tools,411.0,70340.5,24349.121,22313.85,2021-03-01,84.9,0.25
2021,3,7,28,Application Tooling Group,Americas,43,Pin Insertion Machines,23.0,10380.63,23046.934,23550.42,2021-07-01,81.2,0.25
2020,2,5,19,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,137.0,20248.6,21538.032,19636.731,2020-05-01,72.3,0.25
2020,3,8,35,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,29.0,19575.84,19636.731,21362.428,2020-08-01,74.1,0.25
2021,2,6,25,Application Tooling Group,Americas,150,Miscellaneous Tools,409.0,101698.35,22313.85,23046.934,2021-06-01,85.5,0.25
2021,1,3,12,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,95886.6,24349.121,22313.85,2021-03-01,84.9,0.25
2022,1,1,1,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,213.0,25168.66,26144.956,24740.48,2022-01-01,67.2,
2019,3,8,33,Application Tooling Group,Americas,148,Powered Crimp Tools,77.0,217518.17,21272.448,21531.839,2019-08-01,89.8,2.75
2019,1,2,6,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,3847.55,21706.532,21013.085,2019-02-01,93.8,3.0
2017,2,4,14,Application Tooling Group,Americas,51,Connector Seating Machines,2.0,3740.04,19148.194,19304.506,2017-04-01,97.0,1.5
2018,4,11,48,Application Tooling Group,Americas,50,Insertion-Extraction Tools,109048.0,85726.96,20687.278,20819.269,2018-11-01,97.5,2.75
2016,3,9,39,Application Tooling Group,Americas,50,Insertion-Extraction Tools,37112.0,50888.18,18611.617,18775.459,2016-09-01,91.2,1.0
2015,4,10,41,Application Tooling Group,Americas,150,Miscellaneous Tools,319.0,66005.66,18306.96,18332.079,2015-10-01,90.0,0.75
2019,2,4,17,Application Tooling Group,Americas,42,Assembled Applicators,1529.0,269499.82,21013.085,21272.448,2019-04-01,97.2,3.0
2018,3,9,39,Application Tooling Group,Americas,150,Miscellaneous Tools,990.0,131525.39,20470.197,20687.278,2018-09-01,100.1,2.75
2015,3,9,36,Application Tooling Group,Americas,389,Presses & Terminators,186.0,46819.25,18193.707,18306.96,2015-09-01,87.2,0.75
2017,4,10,43,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,291.0,374749.22,19561.896,19894.75,2017-10-01,100.7,1.75
2018,4,11,47,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,45.0,14697.23,20687.278,20819.269,2018-11-01,97.5,2.75
2015,4,12,50,Application Tooling Group,Americas,42,Assembled Applicators,2065.0,227049.95,18306.96,18332.079,2015-12-01,92.6,1.0
2015,2,4,17,Application Tooling Group,Americas,50,Insertion-Extraction Tools,19283.0,53816.74,17991.348,18193.707,2015-04-01,95.9,0.75
2016,2,5,19,Application Tooling Group,Americas,148,Powered Crimp Tools,28.0,16378.52,18425.306,18611.617,2016-05-01,94.7,1.0
2021,2,4,16,Application Tooling Group,Americas,50,Insertion-Extraction Tools,20379.0,74798.08,22313.85,23046.934,2021-04-01,88.3,0.25
2022,3,8,35,Application Tooling Group,Americas,148,Powered Crimp Tools,74.0,35460.35,25248.476,25723.941,2022-08-01,58.2,
2021,3,7,28,Application Tooling Group,Americas,389,Presses & Terminators,133.0,82114.58,23046.934,23550.42,2021-07-01,81.2,0.25
2020,3,8,33,Application Tooling Group,Americas,148,Powered Crimp Tools,36.0,42137.49,19636.731,21362.428,2020-08-01,74.1,0.25
2022,3,9,36,Application Tooling Group,Americas,150,Miscellaneous Tools,108.0,34812.52,25248.476,25723.941,2022-09-01,58.6,
2022,4,10,42,Application Tooling Group,Americas,50,Insertion-Extraction Tools,25411.0,96199.67,25723.941,26144.956,2022-10-01,59.9,
2021,3,9,39,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,169.0,49988.18,23046.934,23550.42,2021-09-01,72.8,
2021,4,11,44,Application Tooling Group,Americas,42,Assembled Applicators,1858.0,306361.48,23550.42,24349.121,2021-11-01,67.4,
2021,2,4,15,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,38.0,8021.94,22313.85,23046.934,2021-04-01,88.3,0.25
2016,2,5,21,Application Tooling Group,Americas,389,Presses & Terminators,212.0,321656.15,18425.306,18611.617,2016-05-01,94.7,1.0
2017,3,7,30,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,2993.87,19304.506,19561.896,2017-07-01,93.4,1.75
2017,4,11,45,Application Tooling Group,Americas,148,Powered Crimp Tools,87.0,25026.76,19561.896,19894.75,2017-11-01,98.5,1.75
2018,3,9,37,Application Tooling Group,Americas,389,Presses & Terminators,161.0,89606.91,20470.197,20687.278,2018-09-01,100.1,2.75
2017,4,10,40,Application Tooling Group,Americas,389,Presses & Terminators,102.0,22855.12,19561.896,19894.75,2017-10-01,100.7,1.75
2019,2,6,23,Application Tooling Group,Americas,389,Presses & Terminators,128.0,49327.64,21013.085,21272.448,2019-06-01,98.2,3.0
2015,4,10,42,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,134.0,181335.15,18306.96,18332.079,2015-10-01,90.0,0.75
2021,2,5,20,Application Tooling Group,Americas,389,Presses & Terminators,118.0,72256.95,22313.85,23046.934,2021-05-01,82.9,0.25
2022,3,7,29,Application Tooling Group,Americas,51,Connector Seating Machines,4.0,90307.15,25248.476,25723.941,2022-07-01,51.5,
2022,3,8,35,Application Tooling Group,Americas,42,Assembled Applicators,1986.0,280083.16,25248.476,25723.941,2022-08-01,58.2,
2022,1,1,4,Application Tooling Group,Americas,389,Presses & Terminators,167.0,259671.88,26144.956,24740.48,2022-01-01,67.2,
2022,1,3,12,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,202.0,104554.62,26144.956,24740.48,2022-03-01,59.4,
2022,3,9,38,Application Tooling Group,Americas,50,Insertion-Extraction Tools,37994.0,68428.48,25248.476,25723.941,2022-09-01,58.6,
2019,4,10,40,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,69.0,18150.98,21531.839,21706.532,2019-10-01,95.5,2.25
2019,1,3,10,Application Tooling Group,Americas,42,Assembled Applicators,1517.0,169363.4,21706.532,21013.085,2019-03-01,98.4,3.0
2019,2,5,20,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,135.0,71607.69,21013.085,21272.448,2019-05-01,100.0,3.0
2022,2,5,19,Application Tooling Group,Americas,50,Insertion-Extraction Tools,9874.0,41586.75,24740.48,25248.476,2022-05-01,58.4,
2020,3,7,30,Application Tooling Group,Americas,50,Insertion-Extraction Tools,13528.0,25972.79,19636.731,21362.428,2020-07-01,72.5,0.25
2020,2,4,16,Application Tooling Group,Americas,50,Insertion-Extraction Tools,22698.0,66325.71,21538.032,19636.731,2020-04-01,71.8,0.25
2020,2,5,20,Application Tooling Group,Americas,48,Certified Hand Tools,150.0,127533.51,21538.032,19636.731,2020-05-01,72.3,0.25
2020,3,9,36,Application Tooling Group,Americas,389,Presses & Terminators,60.0,36205.99,19636.731,21362.428,2020-09-01,80.4,0.25
2017,2,6,26,Application Tooling Group,Americas,150,Miscellaneous Tools,373.0,80061.39,19148.194,19304.506,2017-06-01,95.0,1.75
2016,1,3,13,Application Tooling Group,Americas,148,Powered Crimp Tools,31.0,8409.0,18968.041,18425.306,2016-03-01,91.0,1.0
2019,2,6,23,Application Tooling Group,Americas,148,Powered Crimp Tools,41.0,20402.79,21013.085,21272.448,2019-06-01,98.2,3.0
2015,3,8,34,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,91.0,142771.43,18193.707,18306.96,2015-08-01,91.9,0.75
2015,4,11,44,Application Tooling Group,Americas,389,Presses & Terminators,170.0,65080.33,18306.96,18332.079,2015-11-01,91.3,0.75
2019,1,2,9,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,85.0,38283.72,21706.532,21013.085,2019-02-01,93.8,3.0
2017,1,2,6,Application Tooling Group,Americas,389,Presses & Terminators,125.0,57653.11,19894.75,19148.194,2017-02-01,96.3,1.25
2019,2,6,24,Application Tooling Group,Americas,50,Insertion-Extraction Tools,18073.0,100401.21,21013.085,21272.448,2019-06-01,98.2,3.0
2017,3,8,31,Application Tooling Group,Americas,50,Insertion-Extraction Tools,25265.0,46829.83,19304.506,19561.896,2017-08-01,96.8,1.75
2017,1,3,10,Application Tooling Group,Americas,148,Powered Crimp Tools,390.0,67670.82,19894.75,19148.194,2017-03-01,96.9,1.5
2019,1,2,8,Application Tooling Group,Americas,150,Miscellaneous Tools,196.0,42444.97,21706.532,21013.085,2019-02-01,93.8,3.0
2017,3,9,37,Application Tooling Group,Americas,50,Insertion-Extraction Tools,27939.0,51621.7,19304.506,19561.896,2017-09-01,95.1,1.75
2017,1,2,7,Application Tooling Group,Americas,148,Powered Crimp Tools,81.0,70243.67,19894.75,19148.194,2017-02-01,96.3,1.25
2018,4,10,40,Application Tooling Group,Americas,50,Insertion-Extraction Tools,16243.0,38870.2,20687.278,20819.269,2018-10-01,98.6,2.75
2016,2,6,23,Application Tooling Group,Americas,50,Insertion-Extraction Tools,6344.0,25494.86,18425.306,18611.617,2016-06-01,93.5,1.0
2016,4,11,47,Application Tooling Group,Americas,389,Presses & Terminators,260.0,296735.11,18775.459,18968.041,2016-11-01,93.8,1.0
2018,1,3,12,Application Tooling Group,Americas,42,Assembled Applicators,2348.0,961808.39,20819.269,20155.486,2018-03-01,101.4,2.25
2019,1,2,7,Application Tooling Group,Americas,42,Assembled Applicators,2291.0,1137932.51,21706.532,21013.085,2019-02-01,93.8,3.0
2015,3,9,39,Application Tooling Group,Americas,150,Miscellaneous Tools,440.0,77860.33,18193.707,18306.96,2015-09-01,87.2,0.75
2015,1,2,8,Application Tooling Group,Americas,148,Powered Crimp Tools,58.0,97755.97,18332.079,17991.348,2015-02-01,95.4,0.75
2015,2,4,14,Application Tooling Group,Americas,150,Miscellaneous Tools,100.0,23708.31,17991.348,18193.707,2015-04-01,95.9,0.75
2019,3,9,38,Application Tooling Group,Americas,50,Insertion-Extraction Tools,64696.0,97594.02,21272.448,21531.839,2019-09-01,93.2,2.5
2015,1,2,6,Application Tooling Group,Americas,42,Assembled Applicators,1906.0,297330.92,18332.079,17991.348,2015-02-01,95.4,0.75
2016,4,11,45,Application Tooling Group,Americas,50,Insertion-Extraction Tools,24411.0,63112.03,18775.459,18968.041,2016-11-01,93.8,1.0
2018,2,6,25,Application Tooling Group,Americas,150,Miscellaneous Tools,475.0,73314.52,20155.486,20470.197,2018-06-01,98.2,2.5
2016,2,4,14,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,31.0,8824.62,18425.306,18611.617,2016-04-01,89.0,1.0
2016,3,7,29,Application Tooling Group,Americas,43,Pin Insertion Machines,12.0,27244.57,18611.617,18775.459,2016-07-01,90.0,1.0
2022,1,2,7,Application Tooling Group,Americas,150,Miscellaneous Tools,302.0,97244.51,26144.956,24740.48,2022-02-01,62.8,
2022,3,8,31,Application Tooling Group,Americas,51,Connector Seating Machines,20.0,87410.0,25248.476,25723.941,2022-08-01,58.2,
2022,4,10,43,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,301.0,370380.81,25723.941,26144.956,2022-10-01,59.9,
2022,4,11,47,Application Tooling Group,Americas,389,Presses & Terminators,73.0,228556.83,25723.941,26144.956,2022-11-01,56.8,
2021,1,1,4,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,2691.62,24349.121,22313.85,2021-01-01,79.0,0.25
2017,4,10,40,Application Tooling Group,Americas,51,Connector Seating Machines,5.0,2514.92,19561.896,19894.75,2017-10-01,100.7,1.75
2015,3,8,35,Application Tooling Group,Americas,43,Pin Insertion Machines,23.0,391071.37,18193.707,18306.96,2015-08-01,91.9,0.75
2018,2,6,24,Application Tooling Group,Americas,48,Certified Hand Tools,219.0,126425.91,20155.486,20470.197,2018-06-01,98.2,2.5
2018,1,3,10,Application Tooling Group,Americas,48,Certified Hand Tools,169.0,52464.8,20819.269,20155.486,2018-03-01,101.4,2.25
2018,1,2,8,Application Tooling Group,Americas,48,Certified Hand Tools,65.0,38365.71,20819.269,20155.486,2018-02-01,99.7,2.0
2017,2,5,21,Application Tooling Group,Americas,51,Connector Seating Machines,14.0,235464.81,19148.194,19304.506,2017-05-01,97.1,1.5
2018,4,10,40,Application Tooling Group,Americas,389,Presses & Terminators,82.0,65325.85,20687.278,20819.269,2018-10-01,98.6,2.75
2017,2,5,22,Application Tooling Group,Americas,148,Powered Crimp Tools,40.0,50463.37,19148.194,19304.506,2017-05-01,97.1,1.5
2015,4,11,48,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,78.0,25931.57,18306.96,18332.079,2015-11-01,91.3,0.75
2015,3,9,37,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,160.0,19778.89,18193.707,18306.96,2015-09-01,87.2,0.75
2017,3,7,28,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,149.0,9522.12,19304.506,19561.896,2017-07-01,93.4,1.75
2015,4,10,41,Application Tooling Group,Americas,43,Pin Insertion Machines,5.0,4929.07,18306.96,18332.079,2015-10-01,90.0,0.75
2018,4,12,52,Application Tooling Group,Americas,43,Pin Insertion Machines,23.0,16902.75,20687.278,20819.269,2018-12-01,98.3,3.0
2016,1,1,2,Application Tooling Group,Americas,389,Presses & Terminators,201.0,26795.56,18968.041,18425.306,2016-01-01,92.0,1.0
2016,2,4,16,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,338.0,43756.81,18425.306,18611.617,2016-04-01,89.0,1.0
2018,1,2,8,Application Tooling Group,Americas,389,Presses & Terminators,59.0,40578.53,20819.269,20155.486,2018-02-01,99.7,2.0
2017,1,3,11,Application Tooling Group,Americas,389,Presses & Terminators,118.0,45351.21,19894.75,19148.194,2017-03-01,96.9,1.5
2021,4,11,47,Application Tooling Group,Americas,148,Powered Crimp Tools,18.0,53506.86,23550.42,24349.121,2021-11-01,67.4,
2022,3,7,27,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,55.0,9081.91,25248.476,25723.941,2022-07-01,51.5,
2021,3,7,27,Application Tooling Group,Americas,148,Powered Crimp Tools,13.0,17716.26,23046.934,23550.42,2021-07-01,81.2,0.25
2022,3,8,34,Application Tooling Group,Americas,148,Powered Crimp Tools,1414.0,106965.21,25248.476,25723.941,2022-08-01,58.2,
2019,3,7,27,Application Tooling Group,Americas,389,Presses & Terminators,197.0,18110.56,21272.448,21531.839,2019-07-01,98.4,3.0
2022,1,3,11,Application Tooling Group,Americas,148,Powered Crimp Tools,13.0,26127.96,26144.956,24740.48,2022-03-01,59.4,
2016,3,9,36,Application Tooling Group,Americas,43,Pin Insertion Machines,2.0,848.74,18611.617,18775.459,2016-09-01,91.2,1.0
2018,1,3,13,Application Tooling Group,Americas,389,Presses & Terminators,5.0,507.91,20819.269,20155.486,2018-03-01,101.4,2.25
2015,4,10,40,Application Tooling Group,Americas,51,Connector Seating Machines,3.0,1406.58,18306.96,18332.079,2015-10-01,90.0,0.75
2015,3,7,28,Application Tooling Group,Americas,150,Miscellaneous Tools,430.0,65488.86,18193.707,18306.96,2015-07-01,93.1,0.75
2018,1,1,4,Application Tooling Group,Americas,42,Assembled Applicators,2653.0,286973.82,20819.269,20155.486,2018-01-01,95.7,2.0
2018,1,3,10,Application Tooling Group,Americas,150,Miscellaneous Tools,221.0,56131.47,20819.269,20155.486,2018-03-01,101.4,2.25
2019,1,2,8,Application Tooling Group,Americas,148,Powered Crimp Tools,36.0,25968.32,21706.532,21013.085,2019-02-01,93.8,3.0
2017,2,5,22,Application Tooling Group,Americas,42,Assembled Applicators,1498.0,206135.2,19148.194,19304.506,2017-05-01,97.1,1.5
2019,1,2,7,Application Tooling Group,Americas,148,Powered Crimp Tools,67.0,91669.56,21706.532,21013.085,2019-02-01,93.8,3.0
2019,2,4,14,Application Tooling Group,Americas,42,Assembled Applicators,1039.0,165695.58,21013.085,21272.448,2019-04-01,97.2,3.0
2022,1,2,6,Application Tooling Group,Americas,148,Powered Crimp Tools,32.0,9993.22,26144.956,24740.48,2022-02-01,62.8,
2020,4,11,47,Application Tooling Group,Americas,389,Presses & Terminators,89.0,254400.44,21362.428,21704.706,2020-11-01,76.9,0.25
2020,2,6,24,Application Tooling Group,Americas,389,Presses & Terminators,216.0,60693.28,21538.032,19636.731,2020-06-01,78.1,0.25
2020,2,4,16,Application Tooling Group,Americas,390,Automatic Wire Handling Equipment,19.0,48443.79,21538.032,19636.731,2020-04-01,71.8,0.25
2017,1,1,2,Application Tooling Group,Americas,43,Pin Insertion Machines,10.0,2574.45,19894.75,19148.194,2017-01-01,98.5,1.25
2022,4,12,52,Application Tooling Group,Americas,152,Magnet Wire Application Equipment,69.0,251110.77,25723.941,26144.956,2022-12-01,59.7,
2021,2,6,25,Application Tooling Group,Americas,43,Pin Insertion Machines,14.0,28668.47,22313.85,23046.934,2021-06-01,85.5,0.25
