fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value
2019,4,10,41,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,2214.0,112197.07,21531.839
2019,3,8,32,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,2972.0,367291.08,21272.448
2016,4,12,49,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,311.0,79805.88,18775.459
2016,1,3,12,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,20.0,5635.0,18968.041
2015,3,8,32,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,2924.0,59144.08,18193.707
2018,3,8,31,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,32.0,-2907.65,20470.197
2018,1,3,10,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,274.0,87270.12,20819.269
2018,3,8,32,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,103.0,4500.07,20470.197
2017,2,5,19,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,65.0,17391.05,19148.194
2019,3,7,28,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,1697.0,39596.23,21272.448
2017,2,5,22,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,50.0,3905.0,19148.194
2017,3,9,37,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,85.0,36856.43,19304.506
2019,3,7,29,"Aerospace, Defense & Marine",Americas,257,ARINC Products,2317.0,76669.0,21272.448
2018,2,6,24,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,1453.0,164089.82,20155.486
2015,1,3,11,"Aerospace, Defense & Marine",Americas,912,44 Cable,139892.228,128997.38,18332.079
2018,2,5,19,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,2227.0,101893.77,20155.486
2019,4,12,49,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,33.0,40877.07,21531.839
2018,2,6,24,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,509.0,94298.2,20155.486
2017,1,2,6,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,29.0,25412.82,19894.75
2019,4,12,50,"Aerospace, Defense & Marine",Americas,LT7,Wet Pluggable Components,1488.0,92510.14,21531.839
2016,4,11,45,"Aerospace, Defense & Marine",Americas,712,System 6,219250.0,71318.27,18775.459
2018,4,12,51,"Aerospace, Defense & Marine",Americas,731,TFIT Poly Molded Parts,32700.0,333108.75,20687.278
2016,3,7,29,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,4529.0,89254.77,18611.617
2017,2,5,20,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,27.0,71633.0,19148.194
2016,3,7,28,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2314.0,53689.83,18611.617
2017,2,4,17,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,25.0,11718.58,19148.194
2018,2,5,18,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,831.0,15003.52,20155.486
2015,1,1,4,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,113.0,68015.63,18332.079
2018,3,9,37,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,11553.0,95398.97,20470.197
2018,3,7,29,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,1095.0,38890.35,20470.197
2019,4,12,50,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,29.0,35442.25,21531.839
2017,3,7,28,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,3046.0,92969.03,19304.506
2017,1,3,11,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,542.0,132981.23,19894.75
2017,1,2,9,"Aerospace, Defense & Marine",Americas,547,MTC Solder,435.0,110890.73,19894.75
2017,3,9,37,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,89769.0,79031.77,19304.506
2015,2,6,23,"Aerospace, Defense & Marine",Americas,915,55 Wire,1147120.896,349858.3,17991.348
2015,2,4,16,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,180041.0,92410.44,17991.348
2016,3,7,30,"Aerospace, Defense & Marine",Americas,915,55 Wire,3039109.29,782793.91,18611.617
2016,3,8,33,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,100324.0,66023.76,18611.617
2015,3,8,34,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,4025.798,11906.26,18193.707
2016,2,5,18,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,17965.0,102385.38,18425.306
2015,3,8,33,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,8153.0,199357.42,18193.707
2015,2,4,15,"Aerospace, Defense & Marine",Americas,JF1,FILTERS,533.0,30099.04,17991.348
2018,2,6,24,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,14303.0,144038.97,20155.486
2019,4,12,50,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,5699.76,13907.05,21531.839
2018,2,5,21,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,151.0,23904.41,20155.486
2016,4,11,44,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,165.0,13249.0,18775.459
2016,3,7,28,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,387.0,31465.18,18611.617
2015,3,9,38,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,300.0,37500.0,18193.707
2017,2,6,24,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,206.0,41279.29,19148.194
2018,1,3,12,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,1942.0,69821.65,20819.269
2018,4,10,42,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,16418.0,157317.63,20687.278
2016,3,7,30,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,3759.0,206496.06,18611.617
2017,2,4,14,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,3908.0,188592.4,19148.194
2017,3,7,28,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,6001.0,69186.52,19304.506
2019,3,9,38,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",1906.0,32857.1,21272.448
2019,2,5,19,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,884.0,30525.5,21013.085
2019,4,10,43,"Aerospace, Defense & Marine",Americas,B55,Rugged Whisper,47.0,8625.85,21531.839
2015,1,2,8,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,652.0,30244.39,18332.079
2015,2,4,15,"Aerospace, Defense & Marine",Americas,AC9,High Speed Board Level Product,347.0,10915.09,17991.348
2020,4,12,52,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,1077.0,255677.24,21362.428
2020,4,11,44,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,161.0,37952.96,21362.428
2020,4,12,49,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,1022.0,44913.77,21362.428
2020,4,12,49,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,12495.0,508650.75,21362.428
2020,2,5,19,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,2281.0,180874.13,21538.032
2020,3,8,33,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,1855.0,164645.22,19636.731
2020,2,4,14,"Aerospace, Defense & Marine",Americas,372,Aluminum Program,2597.0,60222.2,21538.032
2020,1,1,4,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,6084.0,108733.44,21704.706
2020,2,6,26,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,468185.0,335441.58,21538.032
2020,4,11,45,"Aerospace, Defense & Marine",Americas,243,AMPLIMITE - Aerospace & Military,162265.0,289736.85,21362.428
2020,2,5,20,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1362.0,28568.91,21538.032
2021,3,8,34,"Aerospace, Defense & Marine",Americas,JC4,Other,460.0,-937.37,23046.934
2021,1,1,4,"Aerospace, Defense & Marine",Americas,912,44 Cable,39416.126,40372.73,24349.121
2016,3,9,39,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,1301.0,93642.07,18611.617
2019,1,1,3,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,1729.0,167120.38,21706.532
2019,3,8,33,"Aerospace, Defense & Marine",Americas,JD2,369,5939.0,40303.34,21272.448
2015,4,10,40,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,115.0,11181.8,18306.96
2018,2,6,26,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,10434.0,396877.96,20155.486
2016,1,1,1,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,2.0,637.5,18968.041
2017,4,12,50,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,6617.0,50452.22,19561.896
2017,3,9,37,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,148099.0,341202.71,19304.506
2019,2,5,18,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,30980.0,34824.6,21013.085
2019,4,11,48,"Aerospace, Defense & Marine",Americas,573,Auto Sensor Cable,158573.115,233419.5,21531.839
2016,4,11,47,"Aerospace, Defense & Marine",Americas,JB6,Rochester Ocean Research,32.808,0.0,18775.459
2017,1,1,2,"Aerospace, Defense & Marine",Americas,723,Harnesses / Kits,45.0,55680.81,19894.75
2018,1,1,1,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,-2.0,-1168.51,20819.269
2019,4,12,52,"Aerospace, Defense & Marine",Americas,K81,High Speed Copper Assemblies,66.0,6032.99,21531.839
2015,2,4,16,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,2.0,-1202.33,17991.348
2015,1,1,2,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,386.0,53269.85,18332.079
2017,2,6,24,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,85.0,25749.5,19148.194
2015,4,11,48,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,14328.0,231388.24,18306.96
2016,2,6,23,"Aerospace, Defense & Marine",Americas,JD1,ABC,3050.0,66757.44,18425.306
2017,1,2,9,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,1759.0,66554.78,19894.75
2016,4,12,51,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,2915.0,70509.0,18775.459
2019,2,6,23,"Aerospace, Defense & Marine",Americas,JD2,369,9734.0,53269.72,21013.085
2019,1,1,1,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,1118.616,18362.9,21706.532
2017,1,2,9,"Aerospace, Defense & Marine",Americas,746,Flex Power Cable,13158.825,285296.52,19894.75
2016,4,11,48,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,11345.0,9812.89,18775.459
2018,2,4,16,"Aerospace, Defense & Marine",Americas,547,MTC Solder,1064.0,33212.62,20155.486
2015,2,5,18,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,5493.0,66997.66,17991.348
2018,4,11,45,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,4142.0,119280.61,20687.278
2019,4,10,42,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,107.0,42651.64,21531.839
2018,4,10,40,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,0.0,-768.0,20687.278
2015,4,12,50,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,473991.0,239964.85,18306.96
2019,3,9,38,"Aerospace, Defense & Marine",Americas,F35,Solid State Relays & Electronics CII,0.0,-4545.72,21272.448
2016,4,11,47,"Aerospace, Defense & Marine",Americas,C18,ADM Fiber Optic Connectors,2427.0,79070.5,18775.459
2019,3,8,34,"Aerospace, Defense & Marine",Americas,JE2,Feedthrough,786.0,131633.02,21272.448
2018,4,10,40,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,52.0,21883.65,20687.278
2019,4,11,48,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,737.0,88001.57,21531.839
2019,4,11,47,"Aerospace, Defense & Marine",Americas,F03,Nanonics Products,982.0,66643.95,21531.839
2019,2,4,15,"Aerospace, Defense & Marine",Americas,547,MTC Solder,477.0,7313.92,21013.085
2019,1,2,5,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,5931.0,32363.79,21706.532
2018,1,2,8,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,7657.0,66700.7,20819.269
2019,3,7,30,"Aerospace, Defense & Marine",Americas,JD1,ABC,8573.0,120887.88,21272.448
2016,3,8,31,"Aerospace, Defense & Marine",Americas,JF9,CTJ AS81714 Series II,2823.0,18240.94,18611.617
2017,2,6,23,"Aerospace, Defense & Marine",Americas,AC8,DMC-M Modules,8245.0,126519.28,19148.194
2017,2,4,16,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,5794.0,60340.71,19148.194
2016,2,5,20,"Aerospace, Defense & Marine",Americas,JD1,ABC,2216.0,72213.77,18425.306
2015,4,11,45,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,80.0,2800.0,18306.96
2017,3,7,28,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,462.0,14417.3,19304.506
2016,4,10,40,"Aerospace, Defense & Marine",Americas,728,General Multicore W & C,5583.326,39817.62,18775.459
2017,3,8,33,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,452.0,38608.89,19304.506
2016,2,5,18,"Aerospace, Defense & Marine",Americas,914,55 Cable,435926.486,428469.49,18425.306
2019,1,3,10,"Aerospace, Defense & Marine",Americas,586,Controlled Electrical,7709.916,64573.57,21706.532
2016,1,1,2,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,2096.0,24493.81,18968.041
2019,3,8,31,"Aerospace, Defense & Marine",Americas,A15,MTC Crimp,151610.0,185059.29,21272.448
2015,2,4,14,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,50.0,2730.0,17991.348
2016,1,3,10,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",4391.0,74251.21,18968.041
2019,2,4,16,"Aerospace, Defense & Marine",Americas,553,Miscellaneous MTC,4275.0,26715.48,21013.085
2015,3,7,27,"Aerospace, Defense & Marine",Americas,914,55 Cable,378919.43,433598.34,18193.707
2015,2,6,25,"Aerospace, Defense & Marine",Americas,914,55 Cable,351664.518,508991.95,17991.348
2016,2,4,16,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,609202.0,332470.24,18425.306
2017,2,5,20,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,54133.699,155114.79,19148.194
2015,3,7,28,"Aerospace, Defense & Marine",Americas,JD1,ABC,9775.0,116822.66,18193.707
2015,2,4,14,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,73657.0,59751.62,17991.348
2016,4,10,40,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,19706.539,42388.34,18775.459
2018,4,10,40,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,10314.0,96252.61,20687.278
2017,4,12,49,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,6070.0,116261.15,19561.896
2015,2,5,22,"Aerospace, Defense & Marine",Americas,915,55 Wire,1088773.49,275572.83,17991.348
2018,3,7,28,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,23811.586,70352.47,20470.197
2019,2,5,18,"Aerospace, Defense & Marine",Americas,915,55 Wire,632652.939,149627.17,21013.085
2018,3,8,32,"Aerospace, Defense & Marine",Americas,915,55 Wire,754828.36,184755.09,20470.197
2019,2,5,20,"Aerospace, Defense & Marine",Americas,A13,Devices Miscellaneous,4101.0,93923.64,21013.085
2015,4,12,49,"Aerospace, Defense & Marine",Americas,912,44 Cable,70647.459,101001.83,18306.96
2017,1,1,2,"Aerospace, Defense & Marine",Americas,716,Data Bus Components,1806.0,127086.62,19894.75
2018,2,5,18,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,10951.0,83335.86,20155.486
2018,3,8,34,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,120164.0,96915.43,20470.197
2017,4,11,47,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1306.0,17276.01,19561.896
2019,3,9,37,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,16218.0,150103.1,21272.448
2016,2,4,17,"Aerospace, Defense & Marine",Americas,685,Filterline Cable,3011.424,5807.86,18425.306
2018,1,2,5,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,413.0,30781.22,20819.269
2017,1,1,3,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,831.0,55577.38,19894.75
2019,2,4,16,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,2432.0,429358.6,21013.085
2015,1,1,1,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,4307.0,68344.41,18332.079
2017,4,11,45,"Aerospace, Defense & Marine",Americas,JD2,369,10086.0,21702.49,19561.896
2018,1,3,13,"Aerospace, Defense & Marine",Americas,JD2,369,0.0,-30.72,20819.269
2019,3,8,32,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,11771.0,451898.65,21272.448
2019,1,2,5,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,291.0,81887.0,21706.532
2018,4,11,46,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,757.0,7954.26,20687.278
2018,3,7,28,"Aerospace, Defense & Marine",Americas,G49,Mid Range Relays,228.0,10325.29,20470.197
2016,4,11,47,"Aerospace, Defense & Marine",Americas,D51,Special Military and Fifth Size Relays,2539.0,329657.75,18775.459
2015,3,7,30,"Aerospace, Defense & Marine",Americas,B54,Multigig Scalable Interconnect,10743.0,330416.75,18193.707
2016,3,9,39,"Aerospace, Defense & Marine",Americas,AC7,DMC-M Single Cavity,25918.0,278308.37,18611.617
2017,4,10,41,"Aerospace, Defense & Marine",Americas,JC4,Other,1577.0,-79621.07,19561.896
2016,2,5,22,"Aerospace, Defense & Marine",Americas,F41,Solenoids - Kilovac,2065.0,168265.88,18425.306
2015,2,6,23,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,1394.0,33606.19,17991.348
2015,2,5,20,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,738.0,154817.82,17991.348
2019,3,8,35,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,8301.0,314198.19,21272.448
2017,1,2,8,"Aerospace, Defense & Marine",Americas,F34,T05 Relays,595.0,13114.57,19894.75
2018,4,12,49,"Aerospace, Defense & Marine",Americas,AA3,Mil Spec Conn & Assys,13.0,5739.66,20687.278
2016,1,2,5,"Aerospace, Defense & Marine",Americas,JD2,369,-275.0,-2645.0,18968.041
2021,1,3,10,"Aerospace, Defense & Marine",Americas,F43,High Voltage Communication Relays - Kilovac,427.0,30755.04,24349.121
2021,2,5,20,"Aerospace, Defense & Marine",Americas,584,Solder Sleeves,466863.0,280444.2,22313.85
2021,1,3,11,"Aerospace, Defense & Marine",Americas,JC8,"38999 Series II, IV and 1760",3856.0,77939.18,24349.121
2022,4,11,46,"Aerospace, Defense & Marine",Americas,567,Blow Molded Parts,6245.0,92800.94,25723.941
2022,4,12,49,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,3645.0,147407.81,25723.941
2020,3,8,33,"Aerospace, Defense & Marine",Americas,LT6,Dry Mate Connector,3097.0,501445.56,19636.731
2020,4,10,41,"Aerospace, Defense & Marine",Americas,F33,Crystal Can Relays,5682.0,148178.78,21362.428
2020,3,9,36,"Aerospace, Defense & Marine",Americas,J89,Micro Circular Connectors,2039.0,80804.34,19636.731
2020,3,8,35,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,39062.89,198326.53,19636.731
2021,4,12,49,"Aerospace, Defense & Marine",Americas,JC6,38999 Series III,19461.0,217877.13,23550.42
2021,2,5,22,"Aerospace, Defense & Marine",Americas,914,55 Cable,291252.857,568737.13,22313.85
2021,4,12,49,"Aerospace, Defense & Marine",Americas,LV6,Special Charges,3.0,2750.0,23550.42
2021,4,11,44,"Aerospace, Defense & Marine",Americas,Z75,High Power Switching Relays,50.0,86763.91,23550.42
2022,1,3,12,"Aerospace, Defense & Marine",Americas,582,Aero/DEF Crimp,14686.0,3380.97,26144.956
2022,1,2,5,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,227.0,61150.16,26144.956
2021,2,6,26,"Aerospace, Defense & Marine",Americas,257,ARINC Products,21996.0,252036.8,22313.85
2020,2,5,18,"Aerospace, Defense & Marine",Americas,A47,Relays/Timers -- Agastat,345.0,46187.71,21538.032
2018,1,1,2,"Aerospace, Defense & Marine",Americas,B79,Microdot Micro-D & Rectangular Connectors,2175.0,32919.59,20819.269
2016,1,1,2,"Aerospace, Defense & Marine",Americas,JC4,Other,18281.003,99722.88,18968.041
2018,1,1,1,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,9784.0,32919.35,20819.269
2015,4,10,43,"Aerospace, Defense & Marine",Americas,E25,RF Coax Connectors,26212.0,131080.75,18306.96
2018,3,8,35,"Aerospace, Defense & Marine",Americas,652,Tubing Elastomers TFIT,29292.788,236577.71,20470.197
2016,3,7,27,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,1248.0,64889.08,18611.617
2017,4,11,48,"Aerospace, Defense & Marine",Americas,907,Tinel-Lock,2887.0,69925.17,19561.896
2017,1,3,12,"Aerospace, Defense & Marine",Americas,350,Miscellaneous,24832.25,1396647.31,19894.75
2015,3,9,36,"Aerospace, Defense & Marine",Americas,K42,Quadrax Products,3074.0,62144.28,18193.707
