fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount,GDP_value,CSENT,Interest_rate,Inflation
2019,2,6,23,Appliances,Americas,344,Hermetic Cluster Blocks,2531287.0,69875.34,21013.085,98.2,3.0,2.421751
2019,3,9,37,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1478446.0,82361.61,21272.448,93.2,2.5,2.606767
2019,3,7,27,Appliances,Americas,239,MICRO MATE-N-LOK,783283.0,95084.89,21272.448,98.4,3.0,2.460848
2019,4,12,50,Appliances,Americas,442,Power Key 5.0,2142474.0,38997.13,21531.839,99.3,2.25,2.746361
2015,4,10,41,Appliances,Americas,103,MTA & SL 156,1813133.0,99874.14,18306.96,90.0,0.75,2.3462109
2016,1,1,3,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,482365.0,47607.59,18968.041,92.0,1.0,2.4667222
2018,1,2,5,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,14445244.0,481639.78,20819.269,99.7,2.0,2.131896
2019,4,10,41,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,11617606.0,474929.68,21531.839,95.5,2.25,2.733341
2016,1,1,3,Appliances,Americas,G31,VAL-U-LOK,1743704.0,29073.62,18968.041,92.0,1.0,2.4667222
2018,3,8,35,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1622529.0,191113.61,20470.197,96.2,2.5,2.432878
2015,4,12,49,Appliances,Americas,G31,VAL-U-LOK,1465902.0,17190.08,18306.96,92.6,1.0,2.4436874
2018,3,9,37,Appliances,Americas,095,Appliance Connectors,310900.0,29901.62,20470.197,100.1,2.75,2.461933
2019,4,12,49,Appliances,Americas,095,Appliance Connectors,614300.0,68710.31,21531.839,99.3,2.25,2.746361
2017,3,8,35,Appliances,Americas,095,Appliance Connectors,563000.0,54501.43,19304.506,96.8,1.75,2.089832
2016,2,4,17,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,6534797.0,393649.53,18425.306,89.0,1.0,2.537996
2016,4,11,46,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,15767979.0,559482.28,18775.459,93.8,1.0,2.5258013
2017,2,4,16,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,5491877.0,332097.26,19148.194,97.0,1.5,2.25217
2018,1,2,5,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1778844.0,196279.02,20819.269,99.7,2.0,2.131896
2016,3,7,29,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1723599.0,279169.75,18611.617,90.0,1.0,2.5758512
2018,4,11,45,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,11567424.0,516791.64,20687.278,97.5,2.75,2.476794
2017,2,6,26,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2253638.0,159095.59,19148.194,95.0,1.75,2.13853
2017,4,10,40,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,940326.0,50435.1,19561.896,100.7,1.75,2.192819
2018,3,7,29,Appliances,Americas,223,AMPLIVAR,6292305.0,44359.24,20470.197,97.9,2.5,2.519634
2017,3,9,39,Appliances,Americas,100,Economy Power,1572342.0,41392.76,19304.506,95.1,1.75,2.106697
2018,4,12,51,Appliances,Americas,100,Economy Power,2410663.0,76444.66,20687.278,98.3,3.0,2.46437
2015,1,3,13,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1895522.0,91730.82,18332.079,93.0,0.75,1.9991371
2017,3,9,39,Appliances,Americas,223,AMPLIVAR,8408270.0,93375.6,19304.506,95.1,1.75,2.106697
2016,4,10,41,Appliances,Americas,Z27,Relay T92,21450.0,55226.1,18775.459,87.2,1.0,2.5095184
2015,3,7,27,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,3910270.0,277185.45,18193.707,93.1,0.75,2.1414477
2015,4,11,44,Appliances,Americas,104,MTA 100 & CSTII 100,2486131.0,96711.77,18306.96,91.3,0.75,2.4052606
2015,1,1,2,Appliances,Americas,104,MTA 100 & CSTII 100,1707239.0,146831.53,18332.079,98.1,0.75,1.985653
2017,2,6,25,Appliances,Americas,104,MTA 100 & CSTII 100,2009123.0,110874.78,19148.194,95.0,1.75,2.13853
2018,4,12,52,Appliances,Americas,104,MTA 100 & CSTII 100,2122050.0,101318.61,20687.278,98.3,3.0,2.46437
2017,4,10,40,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,11170133.0,380459.43,19561.896,100.7,1.75,2.192819
2016,4,11,45,Appliances,Americas,095,Appliance Connectors,633000.0,50505.18,18775.459,93.8,1.0,2.5258013
2018,3,9,38,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,16380684.0,548457.9,20470.197,100.1,2.75,2.461933
2019,1,2,7,Appliances,Americas,236,Universal  MATE-N-LOK Connectors,16873838.0,593893.25,21706.532,93.8,3.0,2.376648
2015,1,3,10,Appliances,Americas,327,Positive Lock,4952940.0,103531.42,18332.079,93.0,0.75,1.9991371
2015,2,6,26,Appliances,Americas,239,MICRO MATE-N-LOK,1774727.0,146504.14,17991.348,96.1,0.75,2.1147326
2018,4,12,51,Appliances,Americas,J35,Power Triple Lock,2748100.0,94702.04,20687.278,98.3,3.0,2.46437
2016,2,5,21,Appliances,Americas,518,AMP Univ. and Power Double Lock,1038404.0,33431.83,18425.306,94.7,1.0,2.5711572
2018,1,2,9,Appliances,Americas,G31,VAL-U-LOK,1977795.0,45572.5,20819.269,99.7,2.0,2.131896
2019,2,4,17,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3605266.0,346594.83,21013.085,97.2,3.0,2.407927
2015,1,2,5,Appliances,Americas,J35,Power Triple Lock,92450.0,6933.48,18332.079,95.4,0.75,1.9819969
2019,1,2,5,Appliances,Americas,095,Appliance Connectors,356900.0,30791.74,21706.532,93.8,3.0,2.376648
2017,4,11,48,Appliances,Americas,J35,Power Triple Lock,1952600.0,37285.71,19561.896,98.5,1.75,2.115031
2017,2,4,15,Appliances,Americas,G31,VAL-U-LOK,1597340.0,31020.11,19148.194,97.0,1.5,2.25217
2016,1,2,9,Appliances,Americas,100,Economy Power,1001726.0,21617.12,18968.041,91.7,1.0,2.5442092
2018,1,1,3,Appliances,Americas,G31,VAL-U-LOK,1707151.0,61946.73,20819.269,95.7,2.0,2.166305
2022,1,1,4,Appliances,Americas,326,FASTIN-FASTON,3990800.0,138630.71,26144.956,67.2,,3.988659
2021,4,11,48,Appliances,Americas,104,MTA 100 & CSTII 100,3314390.0,282546.85,23550.42,67.4,,3.21432
2021,3,9,37,Appliances,Americas,J35,Power Triple Lock,2908990.0,98756.99,23046.934,72.8,,2.638383
2021,4,11,47,Appliances,Americas,G31,VAL-U-LOK,2597274.0,104355.61,23550.42,67.4,,3.21432
2022,1,3,13,Appliances,Americas,442,Power Key 5.0,2016000.0,110046.19,26144.956,59.4,,4.558423
2020,3,8,33,Appliances,Americas,104,MTA 100 & CSTII 100,1888700.0,204518.15,19636.731,74.1,0.25,2.288978
2020,2,5,18,Appliances,Americas,239,MICRO MATE-N-LOK,235230.0,26543.62,21538.032,72.3,0.25,2.084208
2020,3,7,28,Appliances,Americas,239,MICRO MATE-N-LOK,1129479.0,70661.74,19636.731,72.5,0.25,2.348857
2021,1,3,12,Appliances,Americas,766,DW-ES/Auto Splice Seal,391208.0,9625.64,24349.121,84.9,0.25,1.706984
2021,4,12,50,Appliances,Americas,518,AMP Univ. and Power Double Lock,4151128.0,85846.13,23550.42,70.6,,3.484143
2022,4,11,44,Appliances,Americas,607,DW-All Other Dual Wall,346010.0,198655.31,25723.941,56.8,,6.471178
2020,1,2,7,Appliances,Americas,G31,VAL-U-LOK,1145982.0,79770.27,21704.706,101.0,2.25,2.812936
2016,2,5,18,Appliances,Americas,326,FASTIN-FASTON,1178082.0,39765.69,18425.306,94.7,1.0,2.5711572
2017,4,11,48,Appliances,Americas,239,MICRO MATE-N-LOK,1441717.0,110514.41,19561.896,98.5,1.75,2.115031
2015,4,10,42,Appliances,Americas,239,MICRO MATE-N-LOK,788165.0,61250.96,18306.96,90.0,0.75,2.3462109
2019,2,5,22,Appliances,Americas,G59,Appliance Miniature PCB Relays,27298.0,16208.36,21013.085,100.0,3.0,2.39723
2015,3,8,32,Appliances,Americas,442,Power Key 5.0,351000.0,9663.39,18193.707,91.9,0.75,2.1802398
2018,2,4,15,Appliances,Americas,239,MICRO MATE-N-LOK,692201.0,95111.43,20155.486,98.8,2.25,2.493423
2019,2,6,23,Appliances,Americas,239,MICRO MATE-N-LOK,1294971.0,100488.31,21013.085,98.2,3.0,2.421751
2018,4,10,42,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2892691.0,155187.07,20687.278,98.6,2.75,2.414988
2018,1,3,13,Appliances,Americas,223,AMPLIVAR,7078620.0,128025.54,20819.269,101.4,2.25,2.369197
2017,1,3,10,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2434440.0,142383.95,19894.75,96.9,1.5,2.453344
2016,1,1,1,Appliances,Americas,100,Economy Power,297275.0,12393.98,18968.041,92.0,1.0,2.4667222
2017,4,11,47,Appliances,Americas,G59,Appliance Miniature PCB Relays,128404.0,73137.15,19561.896,98.5,1.75,2.115031
2016,3,7,28,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1339617.0,91801.51,18611.617,90.0,1.0,2.5758512
2015,4,12,51,Appliances,Americas,442,Power Key 5.0,1677800.0,40523.34,18306.96,92.6,1.0,2.4436874
2016,1,1,2,Appliances,Americas,442,Power Key 5.0,142000.0,6559.52,18968.041,92.0,1.0,2.4667222
2016,4,11,45,Appliances,Americas,442,Power Key 5.0,681800.0,19406.17,18775.459,93.8,1.0,2.5258013
2016,1,1,3,Appliances,Americas,442,Power Key 5.0,105400.0,6111.59,18968.041,92.0,1.0,2.4667222
2015,2,4,15,Appliances,Americas,J35,Power Triple Lock,384900.0,12162.48,17991.348,95.9,0.75,2.0631236
2016,4,10,40,Appliances,Americas,766,DW-ES/Auto Splice Seal,507750.0,60888.87,18775.459,87.2,1.0,2.5095184
2016,1,1,2,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,258900.0,13865.94,18968.041,92.0,1.0,2.4667222
2015,2,5,22,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1737100.0,68434.65,17991.348,90.7,0.75,2.0668869
2020,3,7,30,Appliances,Americas,212,Open Barrel Rings & Spades,4002363.0,104396.4,19636.731,72.5,0.25,2.348857
2020,2,4,16,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1695474.0,69520.17,21538.032,71.8,0.25,2.226352
2020,4,12,49,Appliances,Americas,344,Hermetic Cluster Blocks,2495000.0,55939.42,21362.428,80.7,0.25,1.716599
2022,2,5,20,Appliances,Americas,344,Hermetic Cluster Blocks,2180065.0,96412.07,24740.48,58.4,,4.985582
2021,3,9,39,Appliances,Americas,442,Power Key 5.0,2207600.0,129724.75,23046.934,72.8,,2.638383
2021,2,4,16,Appliances,Americas,607,DW-All Other Dual Wall,471643.0,141011.36,22313.85,88.3,0.25,2.262331
2021,4,10,40,Appliances,Americas,766,DW-ES/Auto Splice Seal,1356370.0,114083.45,23550.42,71.7,,3.035619
2022,3,8,31,Appliances,Americas,094,"Pins, Plugs and Receptacles",2809156.0,117134.21,25248.476,58.2,,5.991705
2022,3,8,32,Appliances,Americas,JJ4,RAST 5 non-IDC,1896340.0,112433.95,25248.476,58.2,,5.991705
2020,4,11,48,Appliances,Americas,223,AMPLIVAR,12629600.0,186727.2,21362.428,76.9,0.25,1.798587
2020,3,7,29,Appliances,Americas,J35,Power Triple Lock,1424741.0,46168.93,19636.731,72.5,0.25,2.348857
2020,2,6,25,Appliances,Americas,217,Ultra-Fast,12362185.0,640158.53,21538.032,78.1,0.25,2.058146
2020,4,12,52,Appliances,Americas,326,FASTIN-FASTON,1249526.0,59539.3,21362.428,80.7,0.25,1.716599
2020,1,3,10,Appliances,Americas,326,FASTIN-FASTON,1795787.0,40216.66,21704.706,89.1,0.25,2.647379
2020,4,12,51,Appliances,Americas,326,FASTIN-FASTON,1948284.0,81478.91,21362.428,80.7,0.25,1.716599
2020,1,1,4,Appliances,Americas,715,Polyolefins ETC,1775969.071,119617.15,21704.706,99.8,2.25,2.797067
2020,2,5,19,Appliances,Americas,607,DW-All Other Dual Wall,598079.6,125152.34,21538.032,72.3,0.25,2.084208
2020,3,8,31,Appliances,Americas,766,DW-ES/Auto Splice Seal,424075.0,138033.56,19636.731,74.1,0.25,2.288978
2020,4,11,44,Appliances,Americas,223,AMPLIVAR,9153095.0,52078.74,21362.428,76.9,0.25,1.798587
2020,2,5,19,Appliances,Americas,715,Polyolefins ETC,1949879.763,210807.73,21538.032,72.3,0.25,2.084208
2020,3,8,33,Appliances,Americas,344,Hermetic Cluster Blocks,1100850.0,33960.33,19636.731,74.1,0.25,2.288978
2020,1,3,12,Appliances,Americas,Z27,Relay T92,35040.0,78956.23,21704.706,89.1,0.25,2.647379
2020,3,9,36,Appliances,Americas,Z27,Relay T92,20640.0,46700.15,19636.731,80.4,0.25,2.077391
2021,2,4,15,Appliances,Americas,607,DW-All Other Dual Wall,363602.0,173886.03,22313.85,88.3,0.25,2.262331
2017,1,3,10,Appliances,Americas,518,AMP Univ. and Power Double Lock,4373312.0,68209.85,19894.75,96.9,1.5,2.453344
2018,3,9,36,Appliances,Americas,J35,Power Triple Lock,4486058.0,102957.03,20470.197,100.1,2.75,2.461933
2015,1,2,7,Appliances,Americas,327,Positive Lock,4469020.0,92835.25,18332.079,95.4,0.75,1.9819969
2015,1,1,1,Appliances,Americas,327,Positive Lock,3836640.0,62627.23,18332.079,98.1,0.75,1.985653
2015,1,3,13,Appliances,Americas,327,Positive Lock,1474154.0,25701.23,18332.079,93.0,0.75,1.9991371
2019,2,6,24,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2761000.0,121646.6,21013.085,98.2,3.0,2.421751
2017,1,1,2,Appliances,Americas,326,FASTIN-FASTON,1475527.0,33029.42,19894.75,98.5,1.25,2.661562
2015,4,11,46,Appliances,Americas,766,DW-ES/Auto Splice Seal,2508915.011,186363.35,18306.96,91.3,0.75,2.4052606
2018,3,7,29,Appliances,Americas,104,MTA 100 & CSTII 100,3504774.0,196456.53,20470.197,97.9,2.5,2.519634
2016,4,12,51,Appliances,Americas,104,MTA 100 & CSTII 100,3229202.0,161688.09,18775.459,98.2,1.25,2.594944
2015,4,12,51,Appliances,Americas,104,MTA 100 & CSTII 100,9122284.0,272433.04,18306.96,92.6,1.0,2.4436874
2018,4,12,50,Appliances,Americas,104,MTA 100 & CSTII 100,2651709.0,142044.41,20687.278,98.3,3.0,2.46437
2017,2,5,18,Appliances,Americas,104,MTA 100 & CSTII 100,2316537.0,149333.93,19148.194,97.1,1.5,2.155911
2015,1,2,6,Appliances,Americas,104,MTA 100 & CSTII 100,2327558.0,137013.86,18332.079,95.4,0.75,1.9819969
2017,2,5,22,Appliances,Americas,104,MTA 100 & CSTII 100,1379167.0,125406.76,19148.194,97.1,1.5,2.155911
2017,3,7,30,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,1153137.0,94514.57,19304.506,93.4,1.75,2.146769
2017,3,9,37,Appliances,Americas,103,MTA & SL 156,3603337.0,161993.89,19304.506,95.1,1.75,2.106697
2017,2,6,26,Appliances,Americas,442,Power Key 5.0,985200.0,33307.36,19148.194,95.0,1.75,2.13853
2016,1,3,13,Appliances,Americas,223,AMPLIVAR,3560055.0,14615.7,18968.041,91.0,1.0,2.531878
2019,4,10,43,Appliances,Americas,442,Power Key 5.0,982000.0,3297.79,21531.839,95.5,2.25,2.733341
2020,2,4,15,Appliances,Americas,217,Ultra-Fast,5992803.0,303892.78,21538.032,71.8,0.25,2.226352
2020,3,8,32,Appliances,Americas,217,Ultra-Fast,7804606.0,387615.42,19636.731,74.1,0.25,2.288978
2020,2,4,14,Appliances,Americas,103,MTA & SL 156,2287724.0,73797.02,21538.032,71.8,0.25,2.226352
2020,2,5,22,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2211966.0,89857.82,21538.032,72.3,0.25,2.084208
2020,1,3,12,Appliances,Americas,442,Power Key 5.0,1988000.0,34966.46,21704.706,89.1,0.25,2.647379
2020,1,2,6,Appliances,Americas,518,AMP Univ. and Power Double Lock,1280930.0,22833.4,21704.706,101.0,2.25,2.812936
2020,3,9,37,Appliances,Americas,094,"Pins, Plugs and Receptacles",947525.0,44296.92,19636.731,80.4,0.25,2.077391
2020,3,7,29,Appliances,Americas,094,"Pins, Plugs and Receptacles",753534.0,27061.5,19636.731,72.5,0.25,2.348857
2020,4,12,52,Appliances,Americas,Z27,Relay T92,27240.0,65927.56,21362.428,80.7,0.25,1.716599
2020,1,2,8,Appliances,Americas,344,Hermetic Cluster Blocks,1188000.0,54786.2,21704.706,101.0,2.25,2.812936
2020,1,1,2,Appliances,Americas,442,Power Key 5.0,1102000.0,34477.55,21704.706,99.8,2.25,2.797067
2020,2,5,21,Appliances,Americas,095,Appliance Connectors,598400.0,55152.45,21538.032,72.3,0.25,2.084208
2019,2,4,16,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1845520.0,55909.08,21013.085,97.2,3.0,2.407927
2015,4,12,49,Appliances,Americas,766,DW-ES/Auto Splice Seal,627156.6,5357.29,18306.96,92.6,1.0,2.4436874
2015,4,10,41,Appliances,Americas,766,DW-ES/Auto Splice Seal,1603045.715,159179.98,18306.96,90.0,0.75,2.3462109
2015,3,9,37,Appliances,Americas,Z27,Relay T92,10620.0,28208.1,18193.707,87.2,0.75,2.279431
2017,3,9,36,Appliances,Americas,G31,VAL-U-LOK,1811192.0,32932.58,19304.506,95.1,1.75,2.106697
2016,3,8,33,Appliances,Americas,518,AMP Univ. and Power Double Lock,1784900.0,45173.03,18611.617,89.8,1.0,2.7228064
2019,2,6,23,Appliances,Americas,518,AMP Univ. and Power Double Lock,1844390.0,37887.3,21013.085,98.2,3.0,2.421751
2017,3,7,30,Appliances,Americas,G31,VAL-U-LOK,1133888.0,36451.49,19304.506,93.4,1.75,2.146769
2019,4,11,46,Appliances,Americas,J35,Power Triple Lock,2084715.0,47964.68,21531.839,96.8,2.25,2.768217
2018,2,6,24,Appliances,Americas,G59,Appliance Miniature PCB Relays,21683.0,3589.37,20155.486,98.2,2.5,2.553219
2019,1,1,4,Appliances,Americas,442,Power Key 5.0,899600.0,18571.14,21706.532,91.2,3.0,2.385533
2019,2,5,18,Appliances,Americas,442,Power Key 5.0,1340000.0,17207.73,21013.085,100.0,3.0,2.39723
2017,1,1,1,Appliances,Americas,223,AMPLIVAR,5625900.0,16756.68,19894.75,98.5,1.25,2.661562
2020,4,11,48,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3649185.0,215751.29,21362.428,76.9,0.25,1.798587
2020,4,10,41,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,3319106.0,295583.68,21362.428,81.8,0.25,1.842159
2021,1,3,12,Appliances,Americas,G31,VAL-U-LOK,1360433.0,44568.94,24349.121,84.9,0.25,1.706984
2021,1,3,10,Appliances,Americas,G59,Appliance Miniature PCB Relays,178169.0,65556.76,24349.121,84.9,0.25,1.706984
2022,4,10,43,Appliances,Americas,G59,Appliance Miniature PCB Relays,285053.0,200159.55,25723.941,59.9,,6.364809
2020,4,12,51,Appliances,Americas,213,Miscellaneous Open Barrel Products,5292100.0,73219.37,21362.428,80.7,0.25,1.716599
2020,4,11,48,Appliances,Americas,J35,Power Triple Lock,3519152.0,128107.6,21362.428,76.9,0.25,1.798587
2020,2,5,21,Appliances,Americas,223,AMPLIVAR,10015500.0,114409.07,21538.032,72.3,0.25,2.084208
2020,4,11,48,Appliances,Americas,327,Positive Lock,5414988.0,143208.77,21362.428,76.9,0.25,1.798587
2020,3,8,31,Appliances,Americas,518,AMP Univ. and Power Double Lock,684722.0,12707.21,19636.731,74.1,0.25,2.288978
2021,3,8,35,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,2457300.0,120491.21,23046.934,70.3,0.25,2.343064
2022,1,3,10,Appliances,Americas,JJ4,RAST 5 non-IDC,2351465.0,122200.15,26144.956,59.4,,4.558423
2022,2,4,17,Appliances,Americas,G59,Appliance Miniature PCB Relays,40306.0,14186.54,24740.48,65.2,,4.721803
2020,1,2,9,Appliances,Americas,217,Ultra-Fast,5725229.0,231015.25,21704.706,101.0,2.25,2.812936
2020,3,8,31,Appliances,Americas,217,Ultra-Fast,5367529.0,270229.73,19636.731,74.1,0.25,2.288978
2020,4,11,47,Appliances,Americas,094,"Pins, Plugs and Receptacles",1448354.0,62380.0,21362.428,76.9,0.25,1.798587
2020,1,2,8,Appliances,Americas,100,Economy Power,2866167.0,57006.97,21704.706,101.0,2.25,2.812936
2020,3,8,33,Appliances,Americas,766,DW-ES/Auto Splice Seal,666082.0,52470.46,19636.731,74.1,0.25,2.288978
2020,1,2,5,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,1442465.0,47939.38,21704.706,101.0,2.25,2.812936
2021,3,9,37,Appliances,Americas,344,Hermetic Cluster Blocks,1374000.0,43978.05,23046.934,72.8,,2.638383
2018,1,2,6,Appliances,Americas,766,DW-ES/Auto Splice Seal,1710081.6,137701.74,20819.269,99.7,2.0,2.131896
2015,4,10,43,Appliances,Americas,766,DW-ES/Auto Splice Seal,1278145.876,111330.04,18306.96,90.0,0.75,2.3462109
2015,1,1,3,Appliances,Americas,766,DW-ES/Auto Splice Seal,1652742.0,144155.55,18332.079,98.1,0.75,1.985653
2015,2,4,15,Appliances,Americas,326,FASTIN-FASTON,3033388.0,89408.38,17991.348,95.9,0.75,2.0631236
2015,3,9,39,Appliances,Americas,Z27,Relay T92,38280.0,102465.9,18193.707,87.2,0.75,2.279431
2015,4,12,51,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,2399087.0,138565.41,18306.96,92.6,1.0,2.4436874
2019,3,9,37,Appliances,Americas,Z27,Relay T92,10200.0,21331.32,21272.448,93.2,2.5,2.606767
2015,3,9,39,Appliances,Americas,103,MTA & SL 156,5350147.0,269284.33,18193.707,87.2,0.75,2.279431
2016,3,8,31,Appliances,Americas,Z27,Relay T92,22230.0,50881.8,18611.617,89.8,1.0,2.7228064
2020,1,3,13,Appliances,Americas,213,Miscellaneous Open Barrel Products,872550.0,1346.55,21704.706,89.1,0.25,2.647379
2020,4,10,42,Appliances,Americas,213,Miscellaneous Open Barrel Products,8180660.0,110831.04,21362.428,81.8,0.25,1.842159
2020,3,8,31,Appliances,Americas,238,Mini-Universal MATE-N-LOK Connectors,1394301.0,209157.58,19636.731,74.1,0.25,2.288978
2022,4,11,47,Appliances,Americas,715,Polyolefins ETC,785643.0,239923.61,25723.941,56.8,,6.471178
2022,3,9,36,Appliances,Americas,715,Polyolefins ETC,511999.0,167266.02,25248.476,58.6,,6.392795
2020,1,2,8,Appliances,Americas,212,Open Barrel Rings & Spades,5299301.0,95330.04,21704.706,101.0,2.25,2.812936
2020,1,2,7,Appliances,Americas,518,AMP Univ. and Power Double Lock,2801270.0,48655.46,21704.706,101.0,2.25,2.812936
2020,4,11,46,Appliances,Americas,G31,VAL-U-LOK,1760809.0,82485.49,21362.428,76.9,0.25,1.798587
2020,3,8,31,Appliances,Americas,G50,Ultra-Pod FASTON Receptacles and Tabs,543111.0,8569.25,19636.731,74.1,0.25,2.288978
2021,1,3,13,Appliances,Americas,607,DW-All Other Dual Wall,168675.0,192302.05,24349.121,84.9,0.25,1.706984
2019,2,5,21,Appliances,Americas,344,Hermetic Cluster Blocks,943250.0,38941.89,21013.085,100.0,3.0,2.39723
2017,4,11,45,Appliances,Americas,239,MICRO MATE-N-LOK,630944.0,81146.9,19561.896,98.5,1.75,2.115031
2019,1,1,2,Appliances,Americas,G59,Appliance Miniature PCB Relays,67569.0,19263.7,21706.532,91.2,3.0,2.385533
2016,1,2,6,Appliances,Americas,G59,Appliance Miniature PCB Relays,33107.0,11468.17,18968.041,91.7,1.0,2.5442092
2017,4,10,42,Appliances,Americas,G59,Appliance Miniature PCB Relays,108003.0,21030.38,19561.896,100.7,1.75,2.192819
2015,4,12,51,Appliances,Americas,G59,Appliance Miniature PCB Relays,80500.0,29351.26,18306.96,92.6,1.0,2.4436874
2020,2,5,18,Appliances,Americas,095,Appliance Connectors,446225.0,48424.63,21538.032,72.3,0.25,2.084208
2020,1,1,4,Appliances,Americas,903,Appliance Cable Assembly Product,0.0,61139.01,21704.706,99.8,2.25,2.797067
2018,3,8,32,Appliances,Americas,344,Hermetic Cluster Blocks,2305020.0,53507.3,20470.197,96.2,2.5,2.432878
2019,1,3,12,Appliances,Americas,344,Hermetic Cluster Blocks,661580.0,28825.17,21706.532,98.4,3.0,2.399684
2019,4,11,47,Appliances,Americas,239,MICRO MATE-N-LOK,1187317.0,94598.57,21531.839,96.8,2.25,2.768217
2017,4,11,46,Appliances,Americas,239,MICRO MATE-N-LOK,860436.0,196654.54,19561.896,98.5,1.75,2.115031
2017,1,2,5,Appliances,Americas,237,Commercial MATE-N-LOK Connectors,673541.0,85647.89,19894.75,96.3,1.25,2.67446
2018,3,7,30,Appliances,Americas,239,MICRO MATE-N-LOK,1354465.0,92537.56,20470.197,97.9,2.5,2.519634
