fiscal_year_historical,fiscal_quarter_historical,fiscal_month_historical,fiscal_week_historical,business_unit_group_name,company_region_name_level_1,product_line_code,product_line_name,sales_quantity,sales_amount
2020,1,3,10,Appliances,EMEA,A07,Faston Power Relays,46292.000,50662.03
2020,4,11,44,Appliances,EMEA,327,Positive Lock,1669400.000,37724.02
2016,4,10,43,Appliances,EMEA,326,FASTIN-FASTON,1998237.000,74894.27
2017,2,5,21,Appliances,EMEA,326,FASTIN-FASTON,2242720.000,77090.61
2019,1,2,8,Appliances,EMEA,327,Positive Lock,2048000.000,44241.96
2016,1,2,8,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6472000.000,131860.80
2018,4,10,43,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,8695300.000,176041.00
2015,1,1,3,Appliances,EMEA,G59,Appliance Miniature PCB Relays,520610.000,159948.86
2018,3,8,31,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6277600.000,157750.55
2019,4,11,45,Appliances,EMEA,327,Positive Lock,2954000.000,56753.18
2016,3,7,27,Appliances,EMEA,327,Positive Lock,2025500.000,56014.72
2018,4,12,50,Appliances,EMEA,327,Positive Lock,3292850.000,76264.05
2019,2,5,18,Appliances,EMEA,394,RAST 5 Connectors,4011488.000,323523.84
2018,1,1,3,Appliances,EMEA,JJ4,RAST 5 non-IDC,1775450.000,90855.91
2016,1,1,1,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,4942000.000,104589.29
2019,1,3,11,Appliances,EMEA,217,Ultra-Fast,173600.000,18052.41
2016,2,5,20,Appliances,EMEA,327,Positive Lock,1121400.000,33614.45
2021,2,4,16,Appliances,EMEA,Z24,Relay RZ-Series,612825.000,245773.78
2021,2,6,26,Appliances,EMEA,N05,Timer - Terminals,1007150.000,30285.19
2022,4,10,43,Appliances,EMEA,N05,Timer - Terminals,526250.000,25417.27
2022,3,8,32,Appliances,EMEA,217,Ultra-Fast,819600.000,66718.29
2022,1,2,7,Appliances,EMEA,JJ4,RAST 5 non-IDC,4079500.000,266053.15
2021,4,10,40,Appliances,EMEA,239,MICRO MATE-N-LOK,301045.000,87955.73
2022,2,6,26,Appliances,EMEA,217,Ultra-Fast,1397500.000,83378.01
2022,4,10,42,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,774400.000,65073.32
2022,1,1,1,Appliances,EMEA,JJ4,RAST 5 non-IDC,2073430.000,138928.32
2017,3,9,39,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2104800.000,132412.42
2016,4,12,52,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,808300.000,54992.57
2017,2,5,20,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2473300.000,151104.24
2021,2,4,15,Appliances,EMEA,686,Single Wall Fluoropolymers HP,51421.000,48594.01
2021,1,1,4,Appliances,EMEA,607,DW-All Other Dual Wall,155788.000,68513.29
2022,2,4,15,Appliances,EMEA,G59,Appliance Miniature PCB Relays,112000.000,32220.35
2020,4,10,42,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,7224000.000,149600.90
2020,2,6,25,Appliances,EMEA,N02,MQS - Connectors,556200.000,48382.42
2022,2,5,22,Appliances,EMEA,344,Hermetic Cluster Blocks,652040.000,25596.58
2021,2,4,15,Appliances,EMEA,224,MAG-MATE,9906980.000,236650.39
2021,4,10,43,Appliances,EMEA,686,Single Wall Fluoropolymers HP,7045.000,17142.07
2021,3,9,38,Appliances,EMEA,394,RAST 5 Connectors,4919931.000,345427.54
2021,1,1,3,Appliances,EMEA,607,DW-All Other Dual Wall,29479.000,66804.62
2020,1,2,8,Appliances,EMEA,715,Polyolefins ETC,156569.000,77985.55
2021,3,8,33,Appliances,EMEA,A07,Faston Power Relays,170081.000,131032.09
2021,2,4,14,Appliances,EMEA,715,Polyolefins ETC,78748.000,42987.39
2022,1,2,9,Appliances,EMEA,A07,Faston Power Relays,122276.000,116149.60
2022,2,4,15,Appliances,EMEA,394,RAST 5 Connectors,5023663.000,390273.40
2022,3,8,31,Appliances,EMEA,394,RAST 5 Connectors,3485465.000,269795.68
2022,1,2,9,Appliances,EMEA,394,RAST 5 Connectors,6503704.000,535214.39
2022,2,6,26,Appliances,EMEA,224,MAG-MATE,4561000.000,108312.47
2022,1,2,9,Appliances,EMEA,607,DW-All Other Dual Wall,38228.000,65749.64
2022,4,12,52,Appliances,EMEA,N02,MQS - Connectors,785151.000,68995.35
2022,4,12,53,Appliances,EMEA,N02,MQS - Connectors,441100.000,43422.62
2022,2,4,17,Appliances,EMEA,G59,Appliance Miniature PCB Relays,138000.000,52046.01
2020,1,3,13,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3041380.000,222208.55
2020,1,3,11,Appliances,EMEA,239,MICRO MATE-N-LOK,513334.000,34912.86
2020,2,5,19,Appliances,EMEA,N02,MQS - Connectors,446108.000,67176.89
2020,3,8,34,Appliances,EMEA,Z24,Relay RZ-Series,383850.000,159472.46
2020,1,1,4,Appliances,EMEA,224,MAG-MATE,4867608.000,117371.80
2020,2,6,23,Appliances,EMEA,224,MAG-MATE,4335936.000,87765.58
2022,2,6,24,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,544900.000,60177.29
2018,1,2,7,Appliances,EMEA,A07,Faston Power Relays,25490.000,32428.63
2016,4,10,40,Appliances,EMEA,A07,Faston Power Relays,18240.000,39284.93
2015,3,8,34,Appliances,EMEA,G59,Appliance Miniature PCB Relays,277280.000,84022.87
2019,2,4,15,Appliances,EMEA,G59,Appliance Miniature PCB Relays,223880.000,66648.38
2015,4,11,44,Appliances,EMEA,Z24,Relay RZ-Series,259514.000,132817.75
2015,1,3,10,Appliances,EMEA,Z34,Relay Special up to 8A,15360.000,4130.20
2016,4,10,40,Appliances,EMEA,Z34,Relay Special up to 8A,153600.000,35554.87
2017,3,9,37,Appliances,EMEA,224,MAG-MATE,4947468.000,126323.34
2022,3,9,37,Appliances,EMEA,A07,Faston Power Relays,119776.000,138090.38
2022,2,4,15,Appliances,EMEA,224,MAG-MATE,7694440.000,204794.34
2021,4,12,49,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,271600.000,37417.60
2021,1,2,7,Appliances,EMEA,224,MAG-MATE,4601820.000,118335.61
2022,4,11,45,Appliances,EMEA,607,DW-All Other Dual Wall,16505.000,26216.58
2015,2,5,22,Appliances,EMEA,N02,MQS - Connectors,155500.000,16038.62
2019,3,8,34,Appliances,EMEA,N02,MQS - Connectors,507623.000,34467.01
2015,3,9,36,Appliances,EMEA,715,Polyolefins ETC,451050.720,93264.40
2015,1,3,11,Appliances,EMEA,224,MAG-MATE,3759000.000,109357.52
2019,3,9,37,Appliances,EMEA,224,MAG-MATE,2635000.000,61221.96
2015,2,6,25,Appliances,EMEA,224,MAG-MATE,5934000.000,152364.37
2018,2,5,20,Appliances,EMEA,104,MTA 100 & CSTII 100,570025.000,36063.76
2018,3,7,28,Appliances,EMEA,217,Ultra-Fast,898800.000,53074.80
2015,3,8,34,Appliances,EMEA,N02,MQS - Connectors,243900.000,22084.29
2017,2,6,24,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,9565400.000,216506.06
2015,2,6,23,Appliances,EMEA,326,FASTIN-FASTON,2029800.000,80310.64
2019,1,1,4,Appliances,EMEA,327,Positive Lock,3232500.000,73857.76
2017,2,4,15,Appliances,EMEA,G59,Appliance Miniature PCB Relays,238050.000,67159.16
2019,3,7,27,Appliances,EMEA,327,Positive Lock,3044200.000,101682.27
2015,2,5,21,Appliances,EMEA,394,RAST 5 Connectors,3651196.000,339565.30
2016,1,2,8,Appliances,EMEA,326,FASTIN-FASTON,2119800.000,73829.99
2018,2,5,22,Appliances,EMEA,326,FASTIN-FASTON,2853300.000,117434.66
2016,3,7,29,Appliances,EMEA,326,FASTIN-FASTON,2529200.000,129233.47
2019,3,7,27,Appliances,EMEA,217,Ultra-Fast,248900.000,23199.58
2015,2,4,16,Appliances,EMEA,327,Positive Lock,804850.000,32118.83
2019,1,2,9,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6329000.000,129020.73
2015,3,8,33,Appliances,EMEA,327,Positive Lock,673700.000,14562.11
2019,1,2,6,Appliances,EMEA,327,Positive Lock,3644400.000,81790.28
2017,4,10,41,Appliances,EMEA,104,MTA 100 & CSTII 100,565516.000,38120.78
2018,1,3,10,Appliances,EMEA,686,Single Wall Fluoropolymers HP,-26003.000,-13325.83
2020,3,8,32,Appliances,EMEA,715,Polyolefins ETC,934174.000,116358.86
2020,2,6,23,Appliances,EMEA,A07,Faston Power Relays,114720.000,118471.65
2021,1,2,9,Appliances,EMEA,G59,Appliance Miniature PCB Relays,31000.000,9549.48
2022,4,10,40,Appliances,EMEA,N05,Timer - Terminals,811750.000,41512.55
2022,1,1,3,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,584460.000,55632.14
2021,4,10,43,Appliances,EMEA,224,MAG-MATE,3736960.000,80471.17
2021,1,2,5,Appliances,EMEA,N02,MQS - Connectors,232080.000,30704.43
2021,2,6,26,Appliances,EMEA,686,Single Wall Fluoropolymers HP,12282.000,20854.42
2022,3,7,28,Appliances,EMEA,JJ4,RAST 5 non-IDC,1013500.000,85226.94
2022,4,11,45,Appliances,EMEA,104,MTA 100 & CSTII 100,362800.000,26245.34
2022,1,1,2,Appliances,EMEA,JJ4,RAST 5 non-IDC,1543800.000,160826.76
2022,2,4,17,Appliances,EMEA,239,MICRO MATE-N-LOK,893786.000,40283.80
2018,4,12,51,Appliances,EMEA,N02,MQS - Connectors,334023.000,36895.87
2017,1,3,11,Appliances,EMEA,N02,MQS - Connectors,816839.000,66255.28
2019,2,4,15,Appliances,EMEA,N02,MQS - Connectors,272703.000,37573.70
2019,4,11,48,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6414200.000,157142.32
2015,1,2,9,Appliances,EMEA,326,FASTIN-FASTON,2255700.000,92532.48
2015,1,1,1,Appliances,EMEA,327,Positive Lock,575700.000,26195.33
2019,4,11,48,Appliances,EMEA,326,FASTIN-FASTON,2162450.000,72299.16
2017,1,1,4,Appliances,EMEA,326,FASTIN-FASTON,1975650.000,59841.09
2015,1,3,11,Appliances,EMEA,217,Ultra-Fast,102100.000,7271.29
2016,4,12,53,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,3282500.000,280678.77
2019,4,11,48,Appliances,EMEA,G60,Relay RT-Series,31600.000,22465.46
2019,3,9,36,Appliances,EMEA,N02,MQS - Connectors,216400.000,34818.14
2017,2,5,18,Appliances,EMEA,Z24,Relay RZ-Series,332625.000,153536.73
2016,3,8,34,Appliances,EMEA,607,DW-All Other Dual Wall,37148.000,61643.88
2015,4,11,48,Appliances,EMEA,607,DW-All Other Dual Wall,30010.800,42304.88
2019,2,4,16,Appliances,EMEA,405,RAST 2.5 Connectors,4627496.000,237107.28
2017,2,5,22,Appliances,EMEA,607,DW-All Other Dual Wall,76707.000,60490.36
2016,4,12,53,Appliances,EMEA,Z24,Relay RZ-Series,879500.000,407084.23
2016,1,1,4,Appliances,EMEA,Z24,Relay RZ-Series,389969.000,193138.52
2015,4,10,42,Appliances,EMEA,Z34,Relay Special up to 8A,92160.000,21894.31
2015,4,12,52,Appliances,EMEA,N02,MQS - Connectors,390300.000,34357.01
2016,3,9,39,Appliances,EMEA,104,MTA 100 & CSTII 100,1483000.000,53501.12
2017,4,11,46,Appliances,EMEA,344,Hermetic Cluster Blocks,4753700.000,82674.94
2016,1,3,12,Appliances,EMEA,N02,MQS - Connectors,100000.000,21472.54
2020,1,3,12,Appliances,EMEA,Z24,Relay RZ-Series,578825.000,251020.21
2021,1,3,11,Appliances,EMEA,224,MAG-MATE,4936820.000,112537.19
2022,3,9,39,Appliances,EMEA,326,FASTIN-FASTON,2646720.000,125921.38
2022,1,1,4,Appliances,EMEA,715,Polyolefins ETC,388854.000,125472.17
2021,2,5,22,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,12237000.000,217730.83
2021,4,11,46,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,7101133.000,402328.46
2021,3,9,36,Appliances,EMEA,104,MTA 100 & CSTII 100,2572600.000,120729.51
2022,3,7,27,Appliances,EMEA,Z24,Relay RZ-Series,475925.000,195249.44
2022,2,5,21,Appliances,EMEA,N02,MQS - Connectors,381848.000,37548.54
2020,1,3,13,Appliances,EMEA,344,Hermetic Cluster Blocks,2594000.000,79192.93
2018,4,11,44,Appliances,EMEA,686,Single Wall Fluoropolymers HP,407148.400,43671.89
2016,3,7,28,Appliances,EMEA,G60,Relay RT-Series,47025.000,29968.05
2015,4,11,48,Appliances,EMEA,A07,Faston Power Relays,339250.000,272058.92
2016,1,1,1,Appliances,EMEA,A07,Faston Power Relays,128460.000,119999.99
2016,1,2,8,Appliances,EMEA,A07,Faston Power Relays,73508.000,81263.84
2016,2,6,24,Appliances,EMEA,A07,Faston Power Relays,27220.000,68321.76
2018,3,8,33,Appliances,EMEA,A07,Faston Power Relays,80133.000,78290.68
2019,2,5,18,Appliances,EMEA,239,MICRO MATE-N-LOK,1169995.000,80743.83
2019,3,7,28,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,810751.000,73428.33
2017,3,8,34,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,247900.000,23181.71
2017,2,5,22,Appliances,EMEA,G60,Relay RT-Series,56600.000,39396.99
2017,4,11,48,Appliances,EMEA,224,MAG-MATE,6310000.000,134982.03
2019,1,2,5,Appliances,EMEA,A07,Faston Power Relays,54808.000,58743.45
2016,1,2,8,Appliances,EMEA,715,Polyolefins ETC,144293.000,52111.55
2017,3,8,33,Appliances,EMEA,217,Ultra-Fast,431100.000,38223.07
2019,2,6,25,Appliances,EMEA,394,RAST 5 Connectors,2995380.000,258101.14
2016,3,9,39,Appliances,EMEA,394,RAST 5 Connectors,4332460.000,367500.53
2019,2,5,22,Appliances,EMEA,327,Positive Lock,4382700.000,82053.62
2016,4,11,44,Appliances,EMEA,394,RAST 5 Connectors,3209896.000,266287.98
2018,1,1,3,Appliances,EMEA,217,Ultra-Fast,231200.000,15999.00
2015,3,7,28,Appliances,EMEA,326,FASTIN-FASTON,2935100.000,83186.07
2015,2,4,17,Appliances,EMEA,327,Positive Lock,3072042.000,84820.20
2015,3,8,35,Appliances,EMEA,326,FASTIN-FASTON,1722000.000,56950.76
2019,3,9,39,Appliances,EMEA,327,Positive Lock,3185400.000,71983.01
2015,1,1,2,Appliances,EMEA,715,Polyolefins ETC,269599.400,124261.58
2019,3,8,35,Appliances,EMEA,344,Hermetic Cluster Blocks,3701000.000,76652.05
2015,4,10,40,Appliances,EMEA,224,MAG-MATE,5277000.000,102588.58
2015,4,12,51,Appliances,EMEA,344,Hermetic Cluster Blocks,2239000.000,38493.59
2016,3,9,37,Appliances,EMEA,686,Single Wall Fluoropolymers HP,8429.760,15871.11
2017,1,2,7,Appliances,EMEA,686,Single Wall Fluoropolymers HP,21677.200,26116.56
2020,2,4,14,Appliances,EMEA,A07,Faston Power Relays,15800.000,11934.62
2021,2,4,14,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,478120.000,17154.84
2020,2,5,22,Appliances,EMEA,104,MTA 100 & CSTII 100,656900.000,22419.80
2022,3,7,28,Appliances,EMEA,G60,Relay RT-Series,61150.000,49490.86
2021,3,7,27,Appliances,EMEA,Z34,Relay Special up to 8A,176640.000,43872.84
2015,3,7,27,Appliances,EMEA,G59,Appliance Miniature PCB Relays,300910.000,92718.72
2020,4,11,46,Appliances,EMEA,715,Polyolefins ETC,240514.000,87758.70
2020,3,9,38,Appliances,EMEA,344,Hermetic Cluster Blocks,728700.000,35088.35
2020,1,1,2,Appliances,EMEA,N02,MQS - Connectors,490500.000,35743.69
2020,4,11,46,Appliances,EMEA,239,MICRO MATE-N-LOK,244876.000,20876.58
2020,3,9,36,Appliances,EMEA,217,Ultra-Fast,383100.000,28095.16
2022,2,5,18,Appliances,EMEA,344,Hermetic Cluster Blocks,3406340.000,82732.08
2021,2,6,25,Appliances,EMEA,104,MTA 100 & CSTII 100,311900.000,39423.98
2021,4,10,40,Appliances,EMEA,224,MAG-MATE,7912964.000,212371.00
2016,4,11,48,Appliances,EMEA,Z34,Relay Special up to 8A,115650.000,31871.97
2015,3,8,31,Appliances,EMEA,G59,Appliance Miniature PCB Relays,145140.000,43381.03
2019,3,7,30,Appliances,EMEA,686,Single Wall Fluoropolymers HP,10604.000,11114.91
2019,3,8,33,Appliances,EMEA,Z34,Relay Special up to 8A,203880.000,48589.70
2018,1,2,8,Appliances,EMEA,Z34,Relay Special up to 8A,346710.000,80189.60
2016,4,11,44,Appliances,EMEA,Z34,Relay Special up to 8A,92160.000,21332.92
2018,2,5,21,Appliances,EMEA,Z34,Relay Special up to 8A,204270.000,49602.47
2020,1,3,10,Appliances,EMEA,JJ4,RAST 5 non-IDC,1164610.000,76491.39
2020,4,12,51,Appliances,EMEA,JJ4,RAST 5 non-IDC,1642700.000,97829.00
2020,2,4,17,Appliances,EMEA,104,MTA 100 & CSTII 100,689450.000,41692.47
2020,1,1,3,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3317910.000,188303.77
2021,1,1,4,Appliances,EMEA,715,Polyolefins ETC,127496.000,49086.70
2021,2,4,16,Appliances,EMEA,715,Polyolefins ETC,184543.000,91086.76
2021,1,2,8,Appliances,EMEA,104,MTA 100 & CSTII 100,311500.000,17177.78
2021,2,5,19,Appliances,EMEA,394,RAST 5 Connectors,7147616.000,550361.38
2021,4,10,40,Appliances,EMEA,104,MTA 100 & CSTII 100,1309300.000,62430.72
2022,4,11,46,Appliances,EMEA,104,MTA 100 & CSTII 100,1424600.000,38875.71
2022,1,2,5,Appliances,EMEA,686,Single Wall Fluoropolymers HP,5055.000,7603.91
2022,2,4,15,Appliances,EMEA,G60,Relay RT-Series,3500.000,2180.66
2018,2,4,17,Appliances,EMEA,A07,Faston Power Relays,176860.000,150001.98
2017,1,2,7,Appliances,EMEA,JK1,RAST Machines,1.000,3466.06
2016,1,2,9,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,852500.000,37777.52
2019,1,2,9,Appliances,EMEA,239,MICRO MATE-N-LOK,235519.000,60091.90
2017,1,3,11,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,355700.000,39152.62
2019,3,8,34,Appliances,EMEA,405,RAST 2.5 Connectors,3298452.000,169923.99
2015,3,7,27,Appliances,EMEA,N02,MQS - Connectors,109900.000,13304.86
2015,4,10,43,Appliances,EMEA,405,RAST 2.5 Connectors,4595816.000,250838.35
2015,1,3,10,Appliances,EMEA,344,Hermetic Cluster Blocks,889500.000,25959.83
2022,3,9,39,Appliances,EMEA,G60,Relay RT-Series,58225.000,45838.49
2022,2,4,17,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,2662400.000,203290.46
2022,4,10,42,Appliances,EMEA,394,RAST 5 Connectors,649896.000,53499.55
2020,4,12,49,Appliances,EMEA,214,FASTON Terminals - Premier & Commercial,6383500.000,130008.93
2020,4,12,49,Appliances,EMEA,326,FASTIN-FASTON,2135100.000,94224.61
2020,3,8,33,Appliances,EMEA,344,Hermetic Cluster Blocks,1947422.000,38205.97
2020,1,2,9,Appliances,EMEA,394,RAST 5 Connectors,4000358.000,296522.15
2020,2,5,21,Appliances,EMEA,344,Hermetic Cluster Blocks,2133000.000,70080.83
2020,1,2,9,Appliances,EMEA,607,DW-All Other Dual Wall,69036.000,41390.52
2020,3,7,28,Appliances,EMEA,A07,Faston Power Relays,38196.000,42836.62
2020,2,5,21,Appliances,EMEA,217,Ultra-Fast,351800.000,22202.37
2020,2,6,24,Appliances,EMEA,Z24,Relay RZ-Series,216225.000,86408.75
2021,2,5,20,Appliances,EMEA,Z24,Relay RZ-Series,713100.000,285608.18
2021,3,8,32,Appliances,EMEA,G59,Appliance Miniature PCB Relays,97000.000,26000.15
2021,1,2,8,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,397500.000,21466.22
2015,4,11,46,Appliances,EMEA,394,RAST 5 Connectors,3058492.000,256742.08
2019,3,8,34,Appliances,EMEA,327,Positive Lock,2103000.000,54776.01
2016,3,8,33,Appliances,EMEA,327,Positive Lock,1823500.000,38258.11
2019,1,1,3,Appliances,EMEA,326,FASTIN-FASTON,3100600.000,109825.56
2019,1,2,9,Appliances,EMEA,Z34,Relay Special up to 8A,253500.000,60265.21
2015,4,12,51,Appliances,EMEA,686,Single Wall Fluoropolymers HP,208436.160,36784.08
2017,1,3,12,Appliances,EMEA,Z34,Relay Special up to 8A,7350.000,1969.99
2019,3,8,35,Appliances,EMEA,104,MTA 100 & CSTII 100,1175900.000,56799.61
2016,4,11,46,Appliances,EMEA,104,MTA 100 & CSTII 100,446300.000,15781.43
2019,1,3,12,Appliances,EMEA,104,MTA 100 & CSTII 100,800225.000,82168.27
2019,3,7,29,Appliances,EMEA,344,Hermetic Cluster Blocks,1973200.000,47490.01
2016,4,11,47,Appliances,EMEA,N05,Timer - Terminals,824800.000,25800.78
2017,1,1,3,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3003290.000,153210.54
2016,2,4,17,Appliances,EMEA,N05,Timer - Terminals,1158800.000,46915.01
2015,4,11,44,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,1983580.000,112584.65
2018,2,6,24,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,394093.000,40343.88
2017,3,8,33,Appliances,EMEA,N05,Timer - Terminals,2143600.000,78197.20
2019,3,7,28,Appliances,EMEA,N05,Timer - Terminals,662200.000,29117.27
2015,4,11,45,Appliances,EMEA,607,DW-All Other Dual Wall,126941.800,97894.60
2015,3,7,30,Appliances,EMEA,238,Mini-Universal MATE-N-LOK Connectors,1600330.000,159771.66
2019,4,11,44,Appliances,EMEA,239,MICRO MATE-N-LOK,195107.000,25880.94
2016,1,2,7,Appliances,EMEA,239,MICRO MATE-N-LOK,201464.000,37676.31
2018,4,10,43,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,498900.000,42728.79
2016,3,8,32,Appliances,EMEA,607,DW-All Other Dual Wall,31723.000,38561.21
2019,3,8,35,Appliances,EMEA,Z24,Relay RZ-Series,698000.000,301010.10
2017,4,10,40,Appliances,EMEA,N05,Timer - Terminals,803350.000,34817.17
2017,1,1,4,Appliances,EMEA,607,DW-All Other Dual Wall,51019.400,61149.34
2018,3,9,37,Appliances,EMEA,237,Commercial MATE-N-LOK Connectors,660400.000,46858.15
2018,3,9,38,Appliances,EMEA,N05,Timer - Terminals,944500.000,31549.86
2019,3,8,34,Appliances,EMEA,N05,Timer - Terminals,456050.000,16231.93
2019,1,1,1,Appliances,EMEA,A07,Faston Power Relays,100200.000,85988.84
2015,2,5,21,Appliances,EMEA,405,RAST 2.5 Connectors,5378880.000,308277.33
2018,2,5,19,Appliances,EMEA,224,MAG-MATE,6421500.000,146318.30
2020,4,11,48,Appliances,EMEA,394,RAST 5 Connectors,5468680.000,452529.78
2015,1,2,5,Appliances,EMEA,104,MTA 100 & CSTII 100,502500.000,32308.23
2017,4,11,48,Appliances,EMEA,104,MTA 100 & CSTII 100,709184.000,23563.63
2017,4,12,51,Appliances,EMEA,217,Ultra-Fast,216500.000,15145.71
2018,1,1,3,Appliances,EMEA,N02,MQS - Connectors,274823.000,27121.67
2016,1,2,6,Appliances,EMEA,G59,Appliance Miniature PCB Relays,333905.000,102005.88
2017,3,8,35,Appliances,EMEA,JJ4,RAST 5 non-IDC,843750.000,64300.95
2018,1,2,7,Appliances,EMEA,326,FASTIN-FASTON,3006600.000,107546.52
2016,1,3,12,Appliances,EMEA,104,MTA 100 & CSTII 100,1915500.000,54409.39
2015,4,11,45,Appliances,EMEA,104,MTA 100 & CSTII 100,499500.000,29731.96
2015,2,4,14,Appliances,EMEA,104,MTA 100 & CSTII 100,279000.000,23098.80
2015,4,11,47,Appliances,EMEA,224,MAG-MATE,3510000.000,96794.78
2017,3,7,30,Appliances,EMEA,217,Ultra-Fast,528400.000,24509.40
2015,1,3,11,Appliances,EMEA,N02,MQS - Connectors,153400.000,16889.36
2016,3,8,34,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4254605.000,181791.70
2015,2,4,17,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3754320.000,163198.64
2017,1,2,6,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,3176760.000,155661.79
2017,1,3,13,Appliances,EMEA,217,Ultra-Fast,285400.000,23827.93
2018,3,7,29,Appliances,EMEA,715,Polyolefins ETC,189819.800,82363.45
2016,1,2,8,Appliances,EMEA,327,Positive Lock,1757650.000,43452.15
2015,2,5,18,Appliances,EMEA,Z24,Relay RZ-Series,143225.000,73161.31
2021,3,8,35,Appliances,EMEA,104,MTA 100 & CSTII 100,451000.000,34089.73
2021,2,4,15,Appliances,EMEA,JJ4,RAST 5 non-IDC,2542160.000,156475.88
2021,4,12,52,Appliances,EMEA,686,Single Wall Fluoropolymers HP,9380.000,10058.22
2020,2,6,23,Appliances,EMEA,236,Universal  MATE-N-LOK Connectors,4799990.000,261516.67
2020,4,12,52,Appliances,EMEA,Z24,Relay RZ-Series,464225.000,185737.10
2020,3,8,31,Appliances,EMEA,Z24,Relay RZ-Series,435250.000,176885.70
2020,1,1,2,Appliances,EMEA,394,RAST 5 Connectors,3496598.000,311232.24
